estrutura_linguagem memoria tamanho
arraylist_cpp 1966 88465
arraylist_cpp 1576 54022
arraylist_cpp 1541 45255
arraylist_cpp 1344 27565
arraylist_cpp 1602 60816
arraylist_cpp 1986 93576
arraylist_cpp 1217 11371
arraylist_cpp 1226 13752
arraylist_cpp 1503 35536
arraylist_cpp 1356 30599
arraylist_cpp 1931 79400
arraylist_cpp 1922 77201
arraylist_cpp 1975 90727
arraylist_cpp 1946 83174
arraylist_cpp 1587 57010
arraylist_cpp 1882 66911
arraylist_cpp 1303 17050
arraylist_cpp 1314 19909
arraylist_cpp 1547 46696
arraylist_cpp 1902 71990
arraylist_cpp 1579 54824
arraylist_cpp 1909 73902
arraylist_cpp 1969 89143
arraylist_cpp 1913 74814
arraylist_cpp 1336 25506
arraylist_cpp 1516 38859
arraylist_cpp 2003 97903
arraylist_cpp 1891 69259
arraylist_cpp 1941 82115
arraylist_cpp 1502 35230
arraylist_cpp 1500 34531
arraylist_cpp 1591 57939
arraylist_cpp 1217 11293
arraylist_cpp 1596 59174
arraylist_cpp 1540 44809
arraylist_cpp 1313 19596
arraylist_cpp 1222 12641
arraylist_cpp 1498 34252
arraylist_cpp 1302 16854
arraylist_cpp 1334 24994
arraylist_cpp 1590 57637
arraylist_cpp 1560 49964
arraylist_cpp 1308 18336
arraylist_cpp 1884 67487
arraylist_cpp 1515 38554
arraylist_cpp 1942 82210
arraylist_cpp 1932 79605
arraylist_cpp 1914 75070
arraylist_cpp 2006 98639
arraylist_cpp 1997 96343
arraylist_cpp 1990 94665
arraylist_cpp 1905 72862
arraylist_cpp 1542 45498
arraylist_cpp 1579 54775
arraylist_cpp 1500 34622
arraylist_cpp 1356 30512
arraylist_cpp 1895 70163
arraylist_cpp 1331 24257
arraylist_cpp 1575 53931
arraylist_cpp 1593 58441
arraylist_cpp 1954 85240
arraylist_cpp 1606 61667
arraylist_cpp 1879 66069
arraylist_cpp 1537 44197
arraylist_cpp 1901 71891
arraylist_cpp 1961 87111
arraylist_cpp 1335 25294
arraylist_cpp 1332 24463
arraylist_cpp 15433 783646
arraylist_cpp 12276 499783
arraylist_cpp 10000 179376
arraylist_cpp 14998 672449
arraylist_cpp 10124 210976
arraylist_cpp 15047 684981
arraylist_cpp 12010 431687
arraylist_cpp 11535 310188
arraylist_cpp 12337 515448
arraylist_cpp 14657 584910
arraylist_cpp 14904 648265
arraylist_cpp 10234 239083
arraylist_cpp 14655 584539
arraylist_cpp 16027 935826
arraylist_cpp 14633 578953
arraylist_cpp 9254 119453
arraylist_cpp 16115 958291
arraylist_cpp 11933 411874
arraylist_cpp 14889 644360
arraylist_cpp 12255 494415
arraylist_cpp 15991 926496
arraylist_cpp 16039 938708
arraylist_cpp 12046 440964
arraylist_cpp 15537 810327
arraylist_cpp 15641 836902
arraylist_cpp 14807 623440
arraylist_cpp 15793 875876
arraylist_cpp 12025 435465
arraylist_cpp 15563 817049
arraylist_cpp 15250 736852
arraylist_cpp 11642 337421
arraylist_cpp 9901 153831
arraylist_cpp 10303 256896
arraylist_cpp 12168 472112
arraylist_cpp 12044 440483
arraylist_cpp 15348 761861
arraylist_cpp 16081 949696
arraylist_cpp 15222 729680
arraylist_cpp 11411 278436
arraylist_cpp 15883 898903
arraylist_cpp 12345 517379
arraylist_cpp 11581 321855
arraylist_cpp 11761 367958
arraylist_cpp 16091 952042
arraylist_cpp 11983 424845
arraylist_cpp 16093 952604
arraylist_cpp 11810 380471
arraylist_cpp 14487 541609
arraylist_cpp 12088 451639
arraylist_cpp 12128 461987
arraylist_cpp 15287 746430
arraylist_cpp 10305 257414
arraylist_cpp 16161 970064
arraylist_cpp 10235 239495
arraylist_cpp 15759 867082
arraylist_cpp 11375 268995
arraylist_cpp 11584 322711
arraylist_cpp 15158 713398
arraylist_cpp 14688 592947
arraylist_cpp 11402 276148
arraylist_cpp 15738 861650
arraylist_cpp 15800 877626
arraylist_cpp 11999 428987
arraylist_cpp 15416 779273
arraylist_cpp 10071 197489
arraylist_cpp 11706 353791
arraylist_cpp 14783 617377
arraylist_cpp 14710 598693
arraylist_cpp 12273 499084
arraylist_cpp 9892 151561
arraylist_cpp 12165 471387
arraylist_cpp 15468 792693
arraylist_cpp 15390 772589
arraylist_cpp 14583 566000
arraylist_cpp 9284 127033
arraylist_cpp 15686 848497
arraylist_cpp 15769 869822
arraylist_cpp 14980 667776
arraylist_cpp 14877 641404
arraylist_cpp 14798 621191
arraylist_cpp 14916 651434
arraylist_cpp 10264 246927
arraylist_cpp 12345 517566
arraylist_cpp 11708 354410
arraylist_cpp 12043 440089
arraylist_cpp 15854 891510
arraylist_cpp 9935 162527
arraylist_cpp 14536 554055
arraylist_cpp 11652 340141
arraylist_cpp 15969 920897
arraylist_cpp 15318 754181
arraylist_cpp 15467 792454
arraylist_cpp 14850 634559
arraylist_cpp 11927 410337
arraylist_cpp 11466 292478
arraylist_cpp 14508 546925
arraylist_cpp 9931 161669
arraylist_cpp 12196 479214
arraylist_cpp 15795 876301
arraylist_cpp 15613 829655
