estrutura-linguagem tempo tamanho_da_entrada
ArrayList-java 7543 45255
ArrayList-java 5168 27565
ArrayList-java 9429 60816
ArrayList-java 13479 93576
ArrayList-java 2794 11371
ArrayList-java 2933 13752
ArrayList-java 6146 35536
ArrayList-java 5238 30599
ArrayList-java 11803 79400
ArrayList-java 11524 77201
ArrayList-java 13270 90727
ArrayList-java 12362 83174
ArrayList-java 8940 57010
ArrayList-java 10197 66911
ArrayList-java 3352 17050
ArrayList-java 3772 19909
ArrayList-java 7543 46696
ArrayList-java 10896 71990
ArrayList-java 8521 54824
ArrayList-java 11035 73902
ArrayList-java 12990 89143
ArrayList-java 11873 74814
ArrayList-java 4749 25506
ArrayList-java 6356 38859
ArrayList-java 14178 97903
ArrayList-java 10476 69259
ArrayList-java 12432 82115
ArrayList-java 6077 35230
ArrayList-java 5797 34531
ArrayList-java 9010 57939
ArrayList-java 2863 11293
ArrayList-java 9080 59174
ArrayList-java 7124 44809
ArrayList-java 3771 19596
ArrayList-java 2863 12641
ArrayList-java 5727 34252
ArrayList-java 3352 16854
ArrayList-java 4680 24994
ArrayList-java 9010 57637
ArrayList-java 8032 49964
ArrayList-java 3702 18336
ArrayList-java 10127 67487
ArrayList-java 6355 38554
ArrayList-java 12293 82210
ArrayList-java 11873 79605
ArrayList-java 11384 75070
ArrayList-java 14178 98639
ArrayList-java 13829 96343
ArrayList-java 13480 94665
ArrayList-java 11035 72862
ArrayList-java 7473 45498
ArrayList-java 8660 54775
ArrayList-java 5797 34622
ArrayList-java 5238 30512
ArrayList-java 10547 70163
ArrayList-java 4331 24257
ArrayList-java 8520 53931
ArrayList-java 9080 58441
ArrayList-java 12502 85240
ArrayList-java 9568 61667
ArrayList-java 10127 66069
ArrayList-java 7194 44197
ArrayList-java 10895 71891
ArrayList-java 12502 87111
ArrayList-java 4749 25294
ArrayList-java 4331 24463
ArrayList-java 128788 783646
ArrayList-java 74242 499783
ArrayList-java 25702 179376
ArrayList-java 100083 672449
ArrayList-java 30102 210976
ArrayList-java 107975 684981
ArrayList-java 63417 431687
ArrayList-java 45187 310188
ArrayList-java 77175 515448
ArrayList-java 87721 584910
ArrayList-java 97289 648265
ArrayList-java 34432 239083
ArrayList-java 86883 584539
ArrayList-java 145481 935826
ArrayList-java 88210 578953
ArrayList-java 17111 119453
ArrayList-java 159169 958291
ArrayList-java 62019 411874
ArrayList-java 102388 644360
ArrayList-java 72636 494415
ArrayList-java 144642 926496
ArrayList-java 148344 938708
ArrayList-java 66001 440964
ArrayList-java 129068 810327
ArrayList-java 136541 836902
ArrayList-java 92471 623440
ArrayList-java 139334 875876
ArrayList-java 65092 435465
ArrayList-java 135144 817049
ArrayList-java 115937 736852
ArrayList-java 49658 337421
ArrayList-java 21791 153831
ArrayList-java 37575 256896
ArrayList-java 69073 472112
ArrayList-java 67257 440483
ArrayList-java 119639 761861
ArrayList-java 152674 949696
ArrayList-java 114610 729680
ArrayList-java 40858 278436
ArrayList-java 142058 898903
ArrayList-java 76616 517379
ArrayList-java 47562 321855
ArrayList-java 54896 367958
ArrayList-java 152814 952042
ArrayList-java 62508 424845
ArrayList-java 149042 952604
ArrayList-java 56293 380471
ArrayList-java 80667 541609
ArrayList-java 67746 451639
ArrayList-java 69004 461987
ArrayList-java 120337 746430
ArrayList-java 37366 257414
ArrayList-java 153512 970064
ArrayList-java 34641 239495
ArrayList-java 134585 867082
ArrayList-java 39601 268995
ArrayList-java 48052 322711
ArrayList-java 112445 713398
ArrayList-java 86674 592947
ArrayList-java 39530 276148
ArrayList-java 138636 861650
ArrayList-java 137658 877626
ArrayList-java 64883 428987
ArrayList-java 121734 779273
ArrayList-java 28565 197489
ArrayList-java 52731 353791
ArrayList-java 93448 617377
ArrayList-java 89118 598693
ArrayList-java 74731 499084
ArrayList-java 21511 151561
ArrayList-java 72984 471387
ArrayList-java 123341 792693
ArrayList-java 121455 772589
ArrayList-java 83950 566000
ArrayList-java 18159 127033
ArrayList-java 132979 848497
ArrayList-java 134096 869822
ArrayList-java 100084 667776
ArrayList-java 96102 641404
ArrayList-java 92959 621191
ArrayList-java 96732 651434
ArrayList-java 35340 246927
ArrayList-java 80947 517566
ArrayList-java 52870 354410
ArrayList-java 65792 440089
ArrayList-java 139475 891510
ArrayList-java 22978 162527
ArrayList-java 82414 554055
ArrayList-java 50915 340141
ArrayList-java 143456 920897
ArrayList-java 118452 754181
ArrayList-java 125925 792454
ArrayList-java 94706 634559
ArrayList-java 60553 410337
ArrayList-java 43302 292478
ArrayList-java 81087 546925
ArrayList-java 23257 161669
ArrayList-java 72636 479214
ArrayList-java 139963 876301
ArrayList-java 132211 829655
