estrutura-linguagem tempo tamanho_da_entrada
ArrayList-java 1397 686
ArrayList-java 1397 324
ArrayList-java 1396 980
ArrayList-java 1397 133
ArrayList-java 1397 201
ArrayList-java 1397 950
ArrayList-java 1397 230
ArrayList-java 1397 681
ArrayList-java 1396 278
ArrayList-java 1397 149
ArrayList-java 1397 221
ArrayList-java 1397 86
ArrayList-java 978 669
ArrayList-java 1397 199
ArrayList-java 1397 888
ArrayList-java 1397 919
ArrayList-java 1397 943
ArrayList-java 1397 474
ArrayList-java 1397 138
ArrayList-java 1396 122
ArrayList-java 1397 905
ArrayList-java 1397 768
ArrayList-java 1396 367
ArrayList-java 1396 614
ArrayList-java 1397 75
ArrayList-java 1396 609
ArrayList-java 1397 716
ArrayList-java 1397 609
ArrayList-java 1397 553
ArrayList-java 1397 857
ArrayList-java 1397 779
ArrayList-java 1397 417
ArrayList-java 1397 419
ArrayList-java 1397 288
ArrayList-java 1397 77
ArrayList-java 1397 29
ArrayList-java 978 951
ArrayList-java 1396 397
ArrayList-java 978 788
ArrayList-java 1396 558
ArrayList-java 1397 973
ArrayList-java 1396 582
ArrayList-java 1397 42
ArrayList-java 1397 278
ArrayList-java 1396 428
ArrayList-java 1396 575
ArrayList-java 1397 492
ArrayList-java 1396 251
ArrayList-java 1397 896
ArrayList-java 1397 723
ArrayList-java 978 443
ArrayList-java 1397 53
ArrayList-java 1397 215
ArrayList-java 1396 307
ArrayList-java 1397 623
ArrayList-java 1397 317
ArrayList-java 1397 537
ArrayList-java 1397 217
ArrayList-java 1397 127
ArrayList-java 978 281
ArrayList-java 1397 762
ArrayList-java 1397 1000
ArrayList-java 1396 975
ArrayList-java 1397 779
ArrayList-java 1397 732
ArrayList-java 1397 914
ArrayList-java 1397 831
ArrayList-java 1397 259
ArrayList-java 1396 693
ArrayList-java 1396 778
ArrayList-java 1397 245
ArrayList-java 1397 194
ArrayList-java 1396 446
ArrayList-java 978 572
ArrayList-java 1397 886
ArrayList-java 978 81
ArrayList-java 1397 553
ArrayList-java 1397 720
ArrayList-java 978 69
ArrayList-java 1396 702
ArrayList-java 978 951
ArrayList-java 1397 734
ArrayList-java 1397 223
ArrayList-java 1397 969
ArrayList-java 1397 332
ArrayList-java 1397 835
ArrayList-java 1396 572
ArrayList-java 1397 766
ArrayList-java 1396 1000
ArrayList-java 1397 464
ArrayList-java 1397 223
ArrayList-java 978 88
ArrayList-java 1397 729
ArrayList-java 1397 425
ArrayList-java 978 464
ArrayList-java 1397 441
ArrayList-java 1397 944
ArrayList-java 1396 902
ArrayList-java 1397 945
ArrayList-java 1397 447
ArrayList-java 1397 5008
ArrayList-java 1397 8301
ArrayList-java 1397 6304
ArrayList-java 1466 7355
ArrayList-java 1397 2052
ArrayList-java 1397 7947
ArrayList-java 1467 9382
ArrayList-java 1397 6224
ArrayList-java 1397 6035
ArrayList-java 1397 2182
ArrayList-java 1397 9509
ArrayList-java 1397 7792
ArrayList-java 1397 1231
ArrayList-java 1397 5196
ArrayList-java 1397 8310
ArrayList-java 1397 8586
ArrayList-java 1397 1518
ArrayList-java 1397 1569
ArrayList-java 1397 8879
ArrayList-java 1397 4563
ArrayList-java 1397 5400
ArrayList-java 1397 3217
ArrayList-java 1327 7601
ArrayList-java 1327 2369
ArrayList-java 978 1426
ArrayList-java 1397 2898
ArrayList-java 1397 6817
ArrayList-java 1397 7326
ArrayList-java 1397 6572
ArrayList-java 1397 3108
ArrayList-java 1397 4105
ArrayList-java 1397 2991
ArrayList-java 1397 3980
ArrayList-java 1397 5802
ArrayList-java 1396 2072
ArrayList-java 1397 8809
ArrayList-java 1397 3200
ArrayList-java 1397 3473
ArrayList-java 1397 5596
ArrayList-java 1397 7946
ArrayList-java 1397 2742
ArrayList-java 1397 1591
ArrayList-java 1397 3215
ArrayList-java 1397 5303
ArrayList-java 1397 5503
ArrayList-java 1397 8367
ArrayList-java 1397 4194
ArrayList-java 1397 9674
ArrayList-java 1397 3218
ArrayList-java 1397 5582
ArrayList-java 1397 4770
ArrayList-java 1396 1877
ArrayList-java 1397 2571
ArrayList-java 1396 1403
ArrayList-java 1397 1670
ArrayList-java 978 2100
ArrayList-java 1397 4322
ArrayList-java 1397 8166
ArrayList-java 1397 7849
ArrayList-java 1397 8807
ArrayList-java 1397 5259
ArrayList-java 978 1268
ArrayList-java 1397 7311
ArrayList-java 1397 3554
ArrayList-java 1397 4031
ArrayList-java 1397 5529
ArrayList-java 1397 2726
ArrayList-java 1397 1052
ArrayList-java 1397 8183
ArrayList-java 1397 5705
ArrayList-java 1396 1366
ArrayList-java 1397 7617
ArrayList-java 1397 6481
ArrayList-java 1397 2065
ArrayList-java 1396 5305
ArrayList-java 1397 1058
ArrayList-java 1397 9364
ArrayList-java 1466 5935
ArrayList-java 1397 5256
ArrayList-java 1396 1455
ArrayList-java 1397 4827
ArrayList-java 1397 7503
ArrayList-java 1397 8067
ArrayList-java 1397 9545
ArrayList-java 1397 5530
