estrutura_linguagem memoria tamanho
queue-java 188088 47015
queue-java 234752 58680
queue-java 0 13989
queue-java 0 11157
queue-java 226512 56620
queue-java 160664 40158
queue-java 106016 26496
queue-java 386400 96592
queue-java 135464 33858
queue-java 313488 78364
queue-java 0 41462
queue-java 0 204
queue-java 0 327
queue-java 0 594
queue-java 0 607
queue-java 0 760
queue-java 0 646
queue-java 0 204
queue-java 0 146
queue-java 0 318
queue-java 0 507
queue-java 0 243
queue-java 59694 204
queue-java 81371 327
queue-java 143171 594
queue-java 44523 607
queue-java 56647 760
queue-java 49776 646
queue-java 15501 204
queue-java 11348 146
queue-java 25176 318
queue-java 37106 507
queue-java 18199 243
queue-java 45722 627
queue-java 38533 511
queue-java 44489 610
queue-java 28721 387
queue-java 45583 604
queue-java 51491 646
queue-java 24933 331
queue-java 32865 413
queue-java 58591 750
queue-java 36707 477
queue-java 40809 917
queue-java 19521 483
queue-java 26842 613
queue-java 34605 788
queue-java 20396 492
queue-java 29345 646
queue-java 28508 663
queue-java 41141 972
queue-java 38146 854
queue-java 40861 932
queue-java 20878 478
queue-java 27593 621
queue-java 7639 176
queue-java 24027 562
queue-java 13975 291
queue-java 6120 128
queue-java 30018 698
queue-java 16397 392
queue-java 12823 277
queue-java 21777 491
queue-java 7246 164
queue-java 40787 961
queue-java 22817 559
queue-java 19748 480
queue-java 13618 300
queue-java 26391 650
queue-java 4844 110
queue-java 18124 431
queue-java 27722 685
queue-java 32717 753
queue-java 20040 483
queue-java 19904 489
queue-java 22251 502
queue-java 7078 163
queue-java 23610 583
queue-java 9904 217
queue-java 17745 433
queue-java 35012 874
queue-java 29040 718
queue-java 21344 522
queue-java 37120 880
queue-java 5461 126
queue-java 40560 1000
queue-java 21074 526
queue-java 31747 770
queue-java 35795 896
queue-java 20628 477
queue-java 30281 751
queue-java 15976 372
queue-java 21410 532
queue-java 6346 147
queue-java 13763 335
queue-java 27338 661
queue-java 23181 571
queue-java 19316 449
queue-java 35894 898
queue-java 15834 366
queue-java 18120 429
queue-java 18891 466
queue-java 14597 355
queue-java 22338 526
queue-java 28517 709
queue-java 23286 562
queue-java 24569 609
queue-java 24212 600
queue-java 38952 941
queue-java 8869 211
queue-java 10367 254
queue-java 16840 410
queue-java 18612 457
queue-java 33085 827
queue-java 25608 592
queue-java 9613 230
queue-java 17947 424
queue-java 27269 680
queue-java 20757 496
queue-java 35017 877
queue-java 33871 817
queue-java 5812 132
queue-java 392484 3676
queue-java 674915 6840
queue-java 129260 1316
queue-java 314024 3251
queue-java 845518 8564
queue-java 514708 5328
queue-java 437415 4495
queue-java 872164 8971
queue-java 731474 7727
queue-java 374940 9213
queue-java 225431 5592
queue-java 143430 3544
queue-java 227377 5639
queue-java 125257 2974
queue-java 371433 9199
queue-java 200421 4985
queue-java 183829 4570
queue-java 155710 3842
queue-java 210788 5298
queue-java 395912 9580
queue-java 124745 2973
queue-java 311604 7367
queue-java 228413 5744
queue-java 123067 3133
queue-java 70814 1794
queue-java 299003 7479
queue-java 299927 7573
queue-java 122146 3065
queue-java 286209 7199
queue-java 332209 8381
queue-java 52165 1232
queue-java 188878 4723
queue-java 291666 7408
queue-java 376411 9543
queue-java 66041 1635
queue-java 179505 4464
queue-java 195579 4964
queue-java 85530 2160
queue-java 233114 5851
queue-java 357117 9042
queue-java 350692 8857
queue-java 368480 9324
queue-java 333370 8449
queue-java 182083 4652
queue-java 310813 7844
queue-java 56011 1340
queue-java 303049 7652
queue-java 131725 3262
queue-java 220385 5540
queue-java 123645 3098
queue-java 86473 2137
queue-java 320669 7721
queue-java 417061 9975
queue-java 342848 8665
queue-java 393582 9919
queue-java 229292 5811
queue-java 221805 5664
queue-java 384560 9716
queue-java 196488 4967
queue-java 395183 9912
queue-java 73978 1788
queue-java 104382 2647
queue-java 95873 2415
queue-java 113637 2844
queue-java 151269 3784
queue-java 278799 7102
queue-java 108120 2723
queue-java 358454 9005
queue-java 202866 5111
queue-java 311284 7820
queue-java 217330 5485
queue-java 146477 3712
queue-java 149110 3693
queue-java 390593 9910
queue-java 54926 1327
queue-java 273791 6908
queue-java 274393 6989
queue-java 281550 7083
queue-java 118635 3015
queue-java 45095 1137
queue-java 317483 8016
queue-java 190797 4869
queue-java 155970 3974
queue-java 349243 8837
queue-java 377903 9557
queue-java 201894 5070
queue-java 229386 5799
queue-java 260542 6654
queue-java 111038 2820
queue-java 222719 5643
queue-java 277014 7072
queue-java 248863 6261
queue-java 227858 5799
queue-java 146599 3659
queue-java 182800 4673
queue-java 345657 8755
queue-java 103289 2593
queue-java 206409 5257
queue-java 243324 6207
queue-java 153403 3907
queue-python 3336 370
queue-python 4904 562
queue-python 7760 919
queue-python 7592 898
queue-python 2656 285
queue-python 4648 530
queue-python 6072 708
queue-python 7192 848
queue-python 6816 801
queue-python 4928 565
queue-python 5872 683
queue-python 5592 648
queue-python 1128 116
queue-python 7192 848
queue-python 616 52
queue-python 3248 359
queue-python 6248 730
queue-python 7344 867
queue-python 3040 333
queue-python 312 14
queue-python 720 65
queue-python 8208 975
queue-python 3744 421
queue-python 4608 525
queue-python 4992 573
queue-python 6544 767
queue-python 4816 551
queue-python 8152 968
queue-python 4592 523
queue-python 2520 268
queue-python 4448 509
