estrutura_linguagem memoria tamanho
queue_python 232 5941
queue_python 232 6001
queue_python 232 5941
queue_python 232 6729
queue_python 232 3278
queue_python 232 8357
queue_python 232 8912
queue_python 232 8263
queue_python 232 1988
queue_python 232 3919
queue_python 232 8683
queue_python 232 6119
queue_python 232 4974
queue_python 232 8842
queue_python 232 3338
queue_python 232 6261
queue_python 232 2602
queue_python 232 9414
queue_python 232 8470
queue_python 232 5559
queue_python 232 5064
queue_python 232 3894
queue_python 232 4907
queue_python 232 4339
queue_python 232 1105
queue_python 232 4236
queue_python 232 6457
queue_python 232 2463
queue_python 232 7031
queue_python 232 3771
queue_python 232 1698
queue_python 232 3848
queue_python 232 3620
queue_python 232 1181
queue_python 232 7100
queue_python 232 4301
queue_python 232 8118
queue_python 232 4216
queue_python 232 3090
queue_python 232 8807
queue_python 232 9637
queue_python 232 2877
queue_python 232 9039
queue_python 232 7768
queue_python 232 2219
queue_python 232 3734
queue_python 232 7720
queue_python 232 8073
queue_python 232 3688
queue_python 232 5768
queue_python 232 3738
queue_python 232 4867
queue_python 232 3793
queue_python 232 2085
queue_python 232 6801
queue_python 232 3223
queue_python 232 5625
queue_python 232 1768
queue_python 232 3284
queue_python 232 8464
queue_python 232 4613
queue_python 232 3823
queue_python 232 5461
queue_python 232 3569
queue_python 232 8660
queue_python 232 9812
queue_python 232 4771
queue_python 232 6543
queue_python 232 8083
queue_python 232 6874
queue_python 232 5647
queue_python 232 2221
queue_python 232 6469
queue_python 232 5495
queue_python 232 7178
queue_python 232 8295
queue_python 232 7452
queue_python 232 4054
queue_python 232 6256
queue_python 232 8207
queue_python 232 6982
queue_python 232 8587
queue_python 232 3802
queue_python 232 7973
queue_python 232 2240
queue_python 232 2004
queue_python 232 8473
queue_python 232 8527
queue_python 232 1651
queue_python 232 7310
queue_python 232 5706
queue_python 232 4303
queue_python 232 49375
queue_python 232 29657
queue_python 232 24027
queue_python 232 35309
queue_python 232 35826
queue_python 232 75183
queue_python 232 90630
queue_python 232 69657
queue_python 232 62368
queue_python 232 80257
queue_python 232 31799
queue_python 232 46473
queue_python 232 31063
queue_python 232 19958
queue_python 232 64054
queue_python 232 49460
queue_python 232 27282
queue_python 232 67221
queue_python 232 85268
queue_python 232 21736
queue_python 232 73426
queue_python 232 18394
queue_python 232 97950
queue_python 232 12474
queue_python 232 51126
queue_python 232 84249
queue_python 232 74656
queue_python 232 22384
queue_python 232 94108
queue_python 232 12829
queue_python 232 95190
queue_python 232 83925
queue_python 232 91758
queue_python 232 78540
queue_python 232 42560
queue_python 232 29506
queue_python 232 86367
queue_python 232 39926
queue_python 232 20150
queue_python 232 26454
queue_python 232 90936
queue_python 232 35536
queue_python 232 91245
queue_python 232 51574
queue_python 232 88125
queue_python 232 43862
queue_python 232 15906
queue_python 232 27622
queue_python 232 85778
queue_python 232 73469
queue_python 232 24712
queue_python 232 80073
queue_python 232 28883
queue_python 232 66676
queue_python 232 86131
queue_python 232 84517
queue_python 232 19864
queue_python 232 47314
queue_python 232 93889
queue_python 232 36206
queue_python 232 73521
queue_python 232 52109
queue_python 232 61522
queue_python 232 23991
queue_python 232 88870
queue_python 232 91838
queue_python 232 70058
queue_python 232 34432
queue_python 232 99556
queue_python 232 53296
queue_python 232 41685
queue_python 232 46486
queue_python 232 76581
queue_python 232 93173
queue_python 232 71674
queue_python 232 47691
queue_python 232 60780
queue_python 232 92215
queue_python 232 88737
queue_python 232 90766
queue_python 232 29237
queue_python 232 50911
queue_python 232 77906
queue_python 232 41481
queue_python 232 98100
queue_python 232 30122
queue_python 232 22272
queue_python 232 75168
queue_python 232 18584
queue_python 232 62678
queue_python 232 19874
queue_python 232 95897
queue_python 232 15802
queue_python 232 90658
queue_python 232 90360
queue_python 232 72238
queue_python 232 58952
queue_python 232 88647
queue_python 232 87704
queue_python 232 83249
queue_python 232 423125
queue_python 232 771518
queue_python 232 305843
queue_python 232 446495
queue_python 232 177403
queue_python 232 204625
queue_python 232 770844
queue_python 232 160564
queue_python 232 188104
queue_python 232 714711
queue_python 232 958214
queue_python 232 842140
queue_python 232 926706
queue_python 232 443051
queue_python 232 114678
queue_python 232 205995
queue_python 232 868552
queue_python 232 583344
queue_python 232 475992
queue_python 232 120281
queue_python 232 614544
queue_python 232 338522
queue_python 232 891690
queue_python 232 640998
queue_python 232 106105
queue_python 232 555912
queue_python 232 285642
queue_python 232 793891
queue_python 232 366735
queue_python 232 905339
queue_python 232 387712
queue_python 232 763076
queue_python 232 883019
queue_python 232 600676
queue_python 232 485001
queue_python 232 737601
queue_python 232 389769
queue_python 232 211810
queue_python 232 109673
queue_python 232 947543
queue_python 232 406116
queue_python 232 254415
queue_python 232 351014
queue_python 232 120365
queue_python 232 281199
queue_python 232 706334
queue_python 232 975277
queue_python 232 753504
queue_python 232 416889
queue_python 232 271764
queue_python 232 871672
queue_python 232 328629
queue_python 232 256572
queue_python 232 899432
queue_python 232 815088
queue_python 232 435347
queue_python 232 519981
queue_python 232 271004
queue_python 232 423967
queue_python 232 449593
queue_python 232 388333
queue_python 232 669456
queue_python 232 844040
queue_python 232 388486
queue_python 232 692146
queue_python 232 790616
queue_python 232 533115
queue_python 232 600658
queue_python 232 521270
queue_python 232 201227
queue_python 232 278763
queue_python 232 535651
queue_python 232 334887
queue_python 232 359906
queue_python 232 339007
queue_python 232 170510
queue_python 232 882013
queue_python 232 826432
queue_python 232 869702
queue_python 232 550976
queue_python 232 426800
queue_python 232 659833
queue_python 232 359756
queue_python 232 460777
queue_python 232 939082
queue_python 232 954560
queue_python 232 865015
queue_python 232 129135
queue_python 232 946431
queue_python 232 613327
queue_python 232 139806
queue_python 232 280381
queue_python 232 486086
queue_python 232 917981
queue_python 232 768169
queue_python 232 528960
queue_python 232 167620
queue_python 232 210403
queue_python 232 604950
queue_python 232 408638
queue_cpp 93 216
queue_cpp 95 454
queue_cpp 95 410
queue_cpp 94 259
queue_cpp 99 825
queue_cpp 92 79
queue_cpp 93 231
queue_cpp 93 164
queue_cpp 99 912
queue_cpp 99 999
queue_cpp 98 722
queue_cpp 93 208
queue_cpp 95 319
queue_cpp 98 743
queue_cpp 98 601
queue_cpp 98 638
queue_cpp 98 635
queue_cpp 95 504
queue_cpp 98 654
queue_cpp 92 102
queue_cpp 95 478
queue_cpp 99 864
queue_cpp 92 31
queue_cpp 92 106
queue_cpp 95 502
queue_cpp 98 674
queue_cpp 95 349
queue_cpp 95 435
queue_cpp 95 382
queue_cpp 99 879
queue_cpp 97 524
queue_cpp 93 246
queue_cpp 99 851
queue_cpp 99 882
queue_cpp 93 147
queue_cpp 98 568
queue_cpp 99 902
queue_cpp 93 235
queue_cpp 98 540
queue_cpp 98 589
queue_cpp 98 735
queue_cpp 98 617
queue_cpp 99 844
queue_cpp 94 276
queue_cpp 92 45
queue_cpp 92 17
queue_cpp 95 372
queue_cpp 99 885
queue_cpp 95 481
queue_cpp 98 776
queue_cpp 93 219
queue_cpp 93 197
queue_cpp 98 648
queue_cpp 99 844
queue_cpp 99 953
queue_cpp 98 628
queue_cpp 98 688
queue_cpp 98 665
queue_cpp 99 814
queue_cpp 98 591
queue_cpp 99 883
queue_cpp 93 151
queue_cpp 95 299
queue_cpp 98 772
queue_cpp 95 304
queue_cpp 97 517
queue_cpp 95 501
queue_cpp 99 999
queue_cpp 93 221
queue_cpp 95 496
queue_cpp 93 195
queue_cpp 93 220
queue_cpp 92 110
queue_cpp 95 397
queue_cpp 92 54
queue_cpp 98 657
queue_cpp 93 135
queue_cpp 93 131
queue_cpp 98 773
queue_cpp 98 738
queue_cpp 98 619
queue_cpp 98 782
queue_cpp 98 695
queue_cpp 95 393
queue_cpp 98 765
queue_cpp 99 987
queue_cpp 99 877
queue_cpp 99 884
queue_cpp 98 727
queue_cpp 95 348
queue_cpp 95 423
queue_cpp 93 248
queue_cpp 95 485
queue_cpp 92 121
queue_cpp 99 981
queue_cpp 99 940
queue_cpp 99 863
queue_cpp 93 249
queue_cpp 93 213
queue_cpp 98 607
queue_cpp 212 8108
queue_cpp 207 6731
queue_cpp 205 6249
queue_cpp 164 1909
queue_cpp 174 2308
queue_cpp 207 6797
queue_cpp 252 9989
queue_cpp 211 7692
queue_cpp 204 5941
queue_cpp 204 6001
queue_cpp 204 5941
queue_cpp 207 6729
queue_cpp 178 3278
queue_cpp 245 8357
queue_cpp 248 8912
queue_cpp 245 8263
queue_cpp 164 1988
queue_cpp 180 3919
queue_cpp 247 8683
queue_cpp 205 6119
queue_cpp 200 4974
queue_cpp 247 8842
queue_cpp 178 3338
queue_cpp 205 6261
queue_cpp 175 2602
queue_cpp 249 9414
queue_cpp 246 8470
queue_cpp 202 5559
queue_cpp 201 5064
queue_cpp 180 3894
queue_cpp 200 4907
queue_cpp 198 4339
queue_cpp 161 1105
queue_cpp 197 4236
queue_cpp 206 6457
queue_cpp 174 2463
queue_cpp 208 7031
queue_cpp 179 3771
queue_cpp 163 1698
queue_cpp 180 3848
queue_cpp 179 3620
queue_cpp 161 1181
queue_cpp 208 7100
queue_cpp 198 4301
queue_cpp 212 8118
queue_cpp 197 4216
queue_cpp 177 3090
queue_cpp 247 8807
queue_cpp 250 9637
queue_cpp 176 2877
queue_cpp 248 9039
queue_cpp 211 7768
queue_cpp 173 2219
queue_cpp 179 3734
queue_cpp 211 7720
queue_cpp 212 8073
queue_cpp 179 3688
queue_cpp 203 5768
queue_cpp 179 3738
queue_cpp 200 4867
queue_cpp 180 3793
queue_cpp 173 2085
queue_cpp 207 6801
queue_cpp 177 3223
queue_cpp 203 5625
queue_cpp 164 1768
queue_cpp 178 3284
queue_cpp 246 8464
queue_cpp 199 4613
queue_cpp 180 3823
queue_cpp 202 5461
queue_cpp 179 3569
queue_cpp 247 8660
queue_cpp 251 9812
queue_cpp 199 4771
queue_cpp 206 6543
queue_cpp 212 8083
queue_cpp 208 6874
queue_cpp 203 5647
queue_cpp 173 2221
queue_cpp 206 6469
queue_cpp 202 5495
queue_cpp 209 7178
queue_cpp 245 8295
queue_cpp 210 7452
queue_cpp 181 4054
queue_cpp 205 6256
queue_cpp 245 8207
queue_cpp 208 6982
queue_cpp 246 8587
queue_cpp 180 3802
queue_cpp 212 7973
queue_cpp 173 2240
queue_cpp 165 2004
queue_cpp 246 8473
queue_cpp 246 8527
queue_cpp 163 1651
queue_cpp 209 7310
queue_cpp 203 5706
queue_cpp 198 4303
queue_cpp 1557 49375
queue_cpp 1352 29657
queue_cpp 1330 24027
queue_cpp 1503 35309
queue_cpp 1505 35826
queue_cpp 1914 75183
queue_cpp 1975 90630
queue_cpp 1893 69657
queue_cpp 1608 62368
queue_cpp 1934 80257
queue_cpp 1361 31799
queue_cpp 1546 46473
queue_cpp 1358 31063
queue_cpp 1315 19958
queue_cpp 1615 64054
queue_cpp 1558 49460
queue_cpp 1343 27282
queue_cpp 1883 67221
queue_cpp 1954 85268
queue_cpp 1322 21736
queue_cpp 1907 73426
queue_cpp 1308 18394
queue_cpp 2003 97950
queue_cpp 1221 12474
queue_cpp 1564 51126
queue_cpp 1950 84249
queue_cpp 1912 74656
queue_cpp 1324 22384
queue_cpp 1988 94108
queue_cpp 1223 12829
queue_cpp 1992 95190
queue_cpp 1948 83925
queue_cpp 1979 91758
queue_cpp 1927 78540
queue_cpp 1531 42560
queue_cpp 1352 29506
queue_cpp 1958 86367
queue_cpp 1521 39926
queue_cpp 1315 20150
queue_cpp 1340 26454
queue_cpp 1976 90936
queue_cpp 1503 35536
queue_cpp 1977 91245
queue_cpp 1566 51574
queue_cpp 1965 88125
queue_cpp 1536 43862
queue_cpp 1235 15906
queue_cpp 1345 27622
queue_cpp 1956 85778
queue_cpp 1908 73469
queue_cpp 1333 24712
queue_cpp 1933 80073
queue_cpp 1349 28883
queue_cpp 1881 66676
queue_cpp 1957 86131
queue_cpp 1951 84517
queue_cpp 1314 19864
queue_cpp 1549 47314
queue_cpp 1987 93889
queue_cpp 1506 36206
queue_cpp 1908 73521
queue_cpp 1568 52109
queue_cpp 1605 61522
queue_cpp 1330 23991
queue_cpp 1968 88870
queue_cpp 1979 91838
queue_cpp 1894 70058
queue_cpp 1499 34432
queue_cpp 2009 99556
queue_cpp 1573 53296
queue_cpp 1527 41685
queue_cpp 1546 46486
queue_cpp 1920 76581
queue_cpp 1985 93173
queue_cpp 1901 71674
queue_cpp 1551 47691
queue_cpp 1602 60780
queue_cpp 1981 92215
queue_cpp 1967 88737
queue_cpp 1975 90766
queue_cpp 1351 29237
queue_cpp 1563 50911
queue_cpp 1925 77906
queue_cpp 1527 41481
queue_cpp 2004 98100
queue_cpp 1354 30122
queue_cpp 1324 22272
queue_cpp 1914 75168
queue_cpp 1309 18584
queue_cpp 1609 62678
queue_cpp 1314 19874
queue_cpp 1995 95897
queue_cpp 1234 15802
queue_cpp 1975 90658
queue_cpp 1974 90360
queue_cpp 1903 72238
queue_cpp 1595 58952
queue_cpp 1967 88647
queue_cpp 1963 87704
queue_cpp 1946 83249
queue_cpp 11977 423125
queue_cpp 15385 771518
queue_cpp 11518 305843
queue_cpp 12068 446495
queue_cpp 9993 177403
queue_cpp 10099 204625
queue_cpp 15383 770844
queue_cpp 9927 160564
queue_cpp 10035 188104
queue_cpp 15164 714711
queue_cpp 16115 958214
queue_cpp 15661 842140
queue_cpp 15992 926706
queue_cpp 12054 443051
queue_cpp 9236 114678
queue_cpp 10104 205995
queue_cpp 15765 868552
queue_cpp 14650 583344
queue_cpp 12183 475992
queue_cpp 9258 120281
queue_cpp 14772 614544
queue_cpp 11646 338522
queue_cpp 15855 891690
queue_cpp 14876 640998
queue_cpp 9202 106105
queue_cpp 14543 555912
queue_cpp 11440 285642
queue_cpp 15473 793891
queue_cpp 11756 366735
queue_cpp 15908 905339
queue_cpp 11838 387712
queue_cpp 15352 763076
queue_cpp 15821 883019
queue_cpp 14718 600676
queue_cpp 12218 485001
queue_cpp 15253 737601
queue_cpp 11846 389769
queue_cpp 10127 211810
queue_cpp 9216 109673
queue_cpp 16073 947543
queue_cpp 11910 406116
queue_cpp 10294 254415
queue_cpp 11695 351014
queue_cpp 9258 120365
queue_cpp 11422 281199
queue_cpp 15131 706334
queue_cpp 16181 975277
queue_cpp 15315 753504
queue_cpp 11952 416889
queue_cpp 11385 271764
queue_cpp 15777 871672
queue_cpp 11607 328629
queue_cpp 10302 256572
queue_cpp 15885 899432
queue_cpp 15556 815088
queue_cpp 12024 435347
queue_cpp 12355 519981
queue_cpp 11382 271004
queue_cpp 11980 423967
queue_cpp 12080 449593
queue_cpp 11841 388333
queue_cpp 14987 669456
queue_cpp 15669 844040
queue_cpp 11841 388486
queue_cpp 15075 692146
queue_cpp 15460 790616
queue_cpp 14454 533115
queue_cpp 14718 600658
queue_cpp 12360 521270
queue_cpp 10086 201227
queue_cpp 11413 278763
queue_cpp 14464 535651
queue_cpp 11632 334887
queue_cpp 11730 359906
queue_cpp 11648 339007
queue_cpp 9966 170510
queue_cpp 15817 882013
queue_cpp 15600 826432
queue_cpp 15769 869702
queue_cpp 14524 550976
queue_cpp 11991 426800
queue_cpp 14949 659833
queue_cpp 11729 359756
queue_cpp 12124 460777
queue_cpp 16040 939082
queue_cpp 16100 954560
queue_cpp 15751 865015
queue_cpp 9292 129135
queue_cpp 16069 946431
queue_cpp 14768 613327
queue_cpp 9846 139806
queue_cpp 11419 280381
queue_cpp 12223 486086
queue_cpp 15958 917981
queue_cpp 15372 768169
queue_cpp 14438 528960
queue_cpp 9954 167620
queue_cpp 10122 210403
queue_cpp 14735 604950
queue_cpp 11920 408638
queue_java 4 216
queue_java 8 454
queue_java 8 410
queue_java 5 259
queue_java 16 825
queue_java 1 79
queue_java 4 231
queue_java 3 164
queue_java 17 912
queue_java 19 999
queue_java 14 722
queue_java 4 208
queue_java 6 319
queue_java 14 743
queue_java 11 601
queue_java 12 638
queue_java 12 635
queue_java 9 504
queue_java 12 654
queue_java 2 102
queue_java 9 478
queue_java 16 864
queue_java 0 31
queue_java 2 106
queue_java 9 502
queue_java 13 674
queue_java 6 349
queue_java 8 435
queue_java 7 382
queue_java 17 879
queue_java 10 524
queue_java 4 246
queue_java 16 851
queue_java 17 882
queue_java 2 147
queue_java 11 568
queue_java 17 902
queue_java 4 235
queue_java 10 540
queue_java 11 589
queue_java 14 735
queue_java 12 617
queue_java 16 844
queue_java 5 276
queue_java 0 45
queue_java 0 17
queue_java 7 372
queue_java 17 885
queue_java 9 481
queue_java 15 776
queue_java 4 219
queue_java 3 197
queue_java 12 648
queue_java 16 844
queue_java 18 953
queue_java 12 628
queue_java 13 688
queue_java 13 665
queue_java 15 814
queue_java 11 591
queue_java 17 883
queue_java 3 151
queue_java 5 299
queue_java 15 772
queue_java 5 304
queue_java 10 517
queue_java 9 501
queue_java 19 999
queue_java 4 221
queue_java 9 496
queue_java 3 195
queue_java 4 220
queue_java 2 110
queue_java 7 397
queue_java 1 54
queue_java 12 657
queue_java 2 135
queue_java 2 131
queue_java 15 773
queue_java 14 738
queue_java 12 619
queue_java 15 782
queue_java 13 695
queue_java 7 393
queue_java 14 765
queue_java 19 987
queue_java 17 877
queue_java 17 884
queue_java 14 727
queue_java 6 348
queue_java 8 423
queue_java 4 248
queue_java 9 485
queue_java 2 121
queue_java 19 981
queue_java 18 940
queue_java 16 863
queue_java 4 249
queue_java 4 213
queue_java 11 607
queue_java 158 8108
queue_java 131 6731
queue_java 122 6249
queue_java 37 1909
queue_java 45 2308
queue_java 132 6797
queue_java 195 9989
queue_java 150 7692
queue_java 116 5941
queue_java 117 6001
queue_java 116 5941
queue_java 131 6729
queue_java 64 3278
queue_java 163 8357
queue_java 174 8912
queue_java 161 8263
queue_java 38 1988
queue_java 76 3919
queue_java 169 8683
queue_java 119 6119
queue_java 97 4974
queue_java 172 8842
queue_java 65 3338
queue_java 122 6261
queue_java 50 2602
queue_java 183 9414
queue_java 165 8470
queue_java 108 5559
queue_java 98 5064
queue_java 76 3894
queue_java 95 4907
queue_java 84 4339
queue_java 21 1105
queue_java 82 4236
queue_java 126 6457
queue_java 48 2463
queue_java 137 7031
queue_java 73 3771
queue_java 33 1698
queue_java 75 3848
queue_java 70 3620
queue_java 23 1181
queue_java 138 7100
queue_java 84 4301
queue_java 158 8118
queue_java 82 4216
queue_java 60 3090
queue_java 172 8807
queue_java 188 9637
queue_java 56 2877
queue_java 176 9039
queue_java 151 7768
queue_java 43 2219
queue_java 72 3734
queue_java 150 7720
queue_java 157 8073
queue_java 72 3688
queue_java 112 5768
queue_java 73 3738
queue_java 95 4867
queue_java 74 3793
queue_java 40 2085
queue_java 132 6801
queue_java 63 3223
queue_java 109 5625
queue_java 34 1768
queue_java 64 3284
queue_java 165 8464
queue_java 90 4613
queue_java 74 3823
queue_java 106 5461
queue_java 69 3569
queue_java 169 8660
queue_java 191 9812
queue_java 93 4771
queue_java 127 6543
queue_java 157 8083
queue_java 134 6874
queue_java 110 5647
queue_java 43 2221
queue_java 126 6469
queue_java 107 5495
queue_java 140 7178
queue_java 162 8295
queue_java 145 7452
queue_java 79 4054
queue_java 122 6256
queue_java 160 8207
queue_java 136 6982
queue_java 167 8587
queue_java 74 3802
queue_java 155 7973
queue_java 43 2240
queue_java 39 2004
queue_java 165 8473
queue_java 166 8527
queue_java 32 1651
queue_java 142 7310
queue_java 111 5706
queue_java 84 4303
queue_java 964 49375
queue_java 579 29657
queue_java 469 24027
queue_java 689 35309
queue_java 699 35826
queue_java 1468 75183
queue_java 1770 90630
queue_java 1360 69657
queue_java 1218 62368
queue_java 1567 80257
queue_java 621 31799
queue_java 907 46473
queue_java 606 31063
queue_java 389 19958
queue_java 1251 64054
queue_java 966 49460
queue_java 532 27282
queue_java 1312 67221
queue_java 1665 85268
queue_java 424 21736
queue_java 1434 73426
queue_java 359 18394
queue_java 1913 97950
queue_java 243 12474
queue_java 998 51126
queue_java 1645 84249
queue_java 1458 74656
queue_java 437 22384
queue_java 1838 94108
queue_java 250 12829
queue_java 1859 95190
queue_java 1639 83925
queue_java 1792 91758
queue_java 1534 78540
queue_java 831 42560
queue_java 576 29506
queue_java 1686 86367
queue_java 779 39926
queue_java 393 20150
queue_java 516 26454
queue_java 1776 90936
queue_java 694 35536
queue_java 1782 91245
queue_java 1007 51574
queue_java 1721 88125
queue_java 856 43862
queue_java 310 15906
queue_java 539 27622
queue_java 1675 85778
queue_java 1434 73469
queue_java 482 24712
queue_java 1563 80073
queue_java 564 28883
queue_java 1302 66676
queue_java 1682 86131
queue_java 1650 84517
queue_java 388 19864
queue_java 924 47314
queue_java 1833 93889
queue_java 707 36206
queue_java 1436 73521
queue_java 1017 52109
queue_java 1201 61522
queue_java 468 23991
queue_java 1735 88870
queue_java 1793 91838
queue_java 1368 70058
queue_java 672 34432
queue_java 1944 99556
queue_java 1040 53296
queue_java 814 41685
queue_java 907 46486
queue_java 1495 76581
queue_java 1819 93173
queue_java 1399 71674
queue_java 931 47691
queue_java 1187 60780
queue_java 1801 92215
queue_java 1733 88737
queue_java 1772 90766
queue_java 571 29237
queue_java 994 50911
queue_java 1521 77906
queue_java 810 41481
queue_java 1916 98100
queue_java 588 30122
queue_java 435 22272
queue_java 1468 75168
queue_java 363 18584
queue_java 1224 62678
queue_java 388 19874
queue_java 1873 95897
queue_java 308 15802
queue_java 1770 90658
queue_java 1764 90360
queue_java 1410 72238
queue_java 1151 58952
queue_java 1731 88647
queue_java 1713 87704
queue_java 1626 83249
queue_java 8264 423125
queue_java 15068 771518
queue_java 5973 305843
queue_java 8720 446495
queue_java 3464 177403
queue_java 3996 204625
queue_java 15055 770844
queue_java 3136 160564
queue_java 3673 188104
queue_java 13959 714711
queue_java 18715 958214
queue_java 16448 842140
queue_java 18099 926706
queue_java 8653 443051
queue_java 2239 114678
queue_java 4023 205995
queue_java 16963 868552
queue_java 11393 583344
queue_java 9296 475992
queue_java 2349 120281
queue_java 12002 614544
queue_java 6611 338522
queue_java 17415 891690
queue_java 12519 640998
queue_java 2072 106105
queue_java 10857 555912
queue_java 5578 285642
queue_java 15505 793891
queue_java 7162 366735
queue_java 17682 905339
queue_java 7572 387712
queue_java 14903 763076
queue_java 17246 883019
queue_java 11732 600676
queue_java 9472 485001
queue_java 14406 737601
queue_java 7612 389769
queue_java 4136 211810
queue_java 2142 109673
queue_java 18506 947543
queue_java 7932 406116
queue_java 4969 254415
queue_java 6855 351014
queue_java 2350 120365
queue_java 5492 281199
queue_java 13795 706334
queue_java 19048 975277
queue_java 14716 753504
queue_java 8142 416889
queue_java 5307 271764
queue_java 17024 871672
queue_java 6418 328629
queue_java 5011 256572
queue_java 17567 899432
queue_java 15919 815088
queue_java 8502 435347
queue_java 10155 519981
queue_java 5293 271004
queue_java 8280 423967
queue_java 8781 449593
queue_java 7584 388333
queue_java 13075 669456
queue_java 16485 844040
queue_java 7587 388486
queue_java 13518 692146
queue_java 15441 790616
queue_java 10412 533115
queue_java 11731 600658
queue_java 10181 521270
queue_java 3930 201227
queue_java 5444 278763
queue_java 10461 535651
queue_java 6540 334887
queue_java 7029 359906
queue_java 6621 339007
queue_java 3330 170510
queue_java 17226 882013
queue_java 16141 826432
queue_java 16986 869702
queue_java 10761 550976
queue_java 8335 426800
queue_java 12887 659833
queue_java 7026 359756
queue_java 8999 460777
queue_java 18341 939082
queue_java 18643 954560
queue_java 16894 865015
queue_java 2522 129135
queue_java 18485 946431
queue_java 11979 613327
queue_java 2730 139806
queue_java 5476 280381
queue_java 9493 486086
queue_java 17929 917981
queue_java 15003 768169
queue_java 10331 528960
queue_java 3273 167620
queue_java 4109 210403
queue_java 11815 604950
queue_java 7981 408638
deque-python 152 4941
deque-python 152 8403
deque-python 152 5494
deque-python 152 2677
deque-python 152 2824
deque-python 152 6579
deque-python 152 4867
deque-python 152 7158
deque-python 152 3528
deque-python 152 7751
deque-python 152 6655
deque-python 152 8131
deque-python 152 2296
deque-python 152 9200
deque-python 152 4269
deque-python 152 6779
deque-python 152 9680
deque-python 152 6185
deque-python 152 9254
deque-python 152 1201
deque-python 152 6310
deque-python 152 9787
deque-python 152 5529
deque-python 152 2011
deque-python 152 3000
deque-python 152 3553
deque-python 152 4379
deque-python 152 4685
deque-python 152 7684
deque-python 152 4045
deque-python 152 3134
deque-python 152 2971
deque-python 152 9587
deque-python 152 5921
deque-python 152 1653
deque-python 152 9829
deque-python 152 4813
deque-python 152 9139
deque-python 152 4926
deque-python 152 4119
deque-python 152 8797
deque-python 152 2377
deque-python 152 4190
deque-python 152 2733
deque-python 152 7022
deque-python 152 6819
deque-python 152 7468
deque-python 152 5143
deque-python 152 8417
deque-python 152 2291
deque-python 152 1075
deque-python 152 7137
deque-python 152 3737
deque-python 152 4513
deque-python 152 1648
deque-python 152 5979
deque-python 152 2435
deque-python 152 1563
deque-python 152 9909
deque-python 152 8655
deque-python 152 5376
deque-python 152 6246
deque-python 152 3565
deque-python 152 6271
deque-python 152 5960
deque-python 152 4494
deque-python 152 3326
deque-python 152 9364
deque-python 152 8682
deque-python 152 6628
deque-python 152 1237
deque-python 152 4245
deque-python 152 2258
deque-python 152 4264
deque-python 152 9963
deque-python 152 3492
deque-python 152 5475
deque-python 152 9998
deque-python 152 5247
deque-python 152 2330
deque-python 152 3757
deque-python 152 3455
deque-python 152 2578
deque-python 152 3066
deque-python 152 9231
deque-python 152 1684
deque-python 152 7529
deque-python 152 9313
deque-python 152 1860
deque-python 152 5066
deque-python 152 7309
deque-python 152 4561
deque-python 152 7414
deque-python 152 8083
deque-python 152 7253
deque-python 152 1021
deque-python 152 6868
deque-python 152 1393
deque-python 152 5635
deque-python 152 9801
deque-python 152 39538
deque-python 152 67541
deque-python 152 88304
deque-python 152 95863
deque-python 152 13236
deque-python 152 66432
deque-python 152 14085
deque-python 152 64722
deque-python 152 63279
deque-python 152 58209
deque-python 152 39875
